,id,ms_subclass,lot_frontage,lot_area,overall_qual,overall_cond,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_cars,garage_area,garage_qual,garage_cond,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,misc_val,mo_sold,yr_sold,saleprice,bldg_age,remodel_age,garage_age,ms_zoning_isRL,street_isPave,alley_is0,lot_shape_isReg,land_contour_isLvl,utilities_isAllPub,lot_config_isInside,land_slope_isGtl,condition_1_isNorm,condition_2_isNorm,bldg_type_is1Fam,roof_style_isGable,roof_matl_isCompShg,mas_vnr_type_isNone,bsmt_exposure_isNo,heating_isGasA,central_air_isY,electrical_isSBrkr,functional_isTyp,paved_drive_isY,fence_is0,misc_feature_is0,sale_type_isWD ,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_finish_Fin,garage_finish_RFn,garage_finish_Unf
1128,2590,20,85.0,15428,5,6,0.0,3,3,3,3,3,741.0,1,0.0,143.0,884.0,5,884,0,0,884,1.0,0.0,1,0,2,1,3,4,0,0,1.0,270.0,3,3,0,0,0,0,195,0,0,0,6,2006,142000,55,15,55.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1129,2463,20,81.0,11216,8,5,0.0,4,3,4,4,1,0.0,1,0.0,1489.0,1489.0,5,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,1,4,2.0,776.0,3,3,0,140,0,0,0,0,0,0,6,2006,232600,0,0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1130,2358,20,78.0,10140,6,6,99.0,3,3,3,3,5,663.0,2,377.0,0.0,1040.0,2,1309,0,0,1309,1.0,0.0,1,1,3,1,4,5,1,2,2.0,484.0,3,3,265,0,0,0,0,648,2,0,1,2006,181000,32,7,32.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1131,2911,160,42.0,3964,6,4,0.0,3,3,4,3,5,837.0,1,0.0,105.0,942.0,4,1291,1230,0,2521,1.0,0.0,2,1,5,1,3,10,1,4,2.0,576.0,3,3,728,20,0,0,0,0,0,0,6,2006,151400,33,33,33.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1132,1699,20,98.0,11428,8,5,248.0,4,3,4,3,1,0.0,1,0.0,1626.0,1626.0,5,1634,0,0,1634,0.0,0.0,2,0,3,1,4,7,1,4,3.0,866.0,3,3,0,44,0,0,0,0,0,0,5,2007,250000,1,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1133,115,60,80.0,10421,7,5,42.0,3,3,4,3,6,394.0,1,0.0,586.0,980.0,3,980,734,0,1714,0.0,0.0,2,1,3,1,3,7,1,3,2.0,496.0,3,3,228,66,156,0,0,0,0,500,3,2010,196500,22,22,22.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1134,1998,75,75.0,13500,7,8,0.0,3,4,3,3,1,0.0,1,0.0,819.0,819.0,3,1312,1142,0,2454,0.0,0.0,2,0,3,1,3,8,1,4,2.0,576.0,3,3,0,148,150,0,0,0,0,0,2,2007,185000,128,20,57.0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1135,589,20,75.0,9000,6,5,200.0,3,3,3,3,4,955.0,1,0.0,261.0,1216.0,3,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,0,0,1.0,336.0,3,3,0,0,0,0,0,0,0,0,8,2009,113000,40,40,40.0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1136,1641,20,60.0,8089,8,6,0.0,4,3,4,3,6,945.0,1,0.0,474.0,1419.0,5,1419,0,0,1419,1.0,0.0,2,0,2,1,4,7,1,4,2.0,567.0,3,3,140,0,0,0,0,0,0,0,10,2007,392000,0,0,0.0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1137,2821,90,35.0,9400,6,5,250.0,3,3,4,4,6,945.0,1,0.0,0.0,945.0,3,980,0,0,980,0.0,2.0,2,0,4,0,3,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,2006,127500,31,31,0.0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,1846,160,24.0,2117,6,5,216.0,4,3,4,3,6,417.0,1,0.0,339.0,756.0,5,769,804,0,1573,0.0,0.0,2,1,3,1,4,4,0,0,2.0,440.0,3,3,0,32,0,0,0,0,0,0,9,2007,177000,7,7,7.0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1139,1805,60,85.0,10625,6,5,353.0,4,3,4,3,1,0.0,1,0.0,1158.0,1158.0,5,1158,1285,0,2443,0.0,0.0,2,1,4,1,4,9,1,4,3.0,744.0,3,3,193,127,0,0,0,0,0,0,6,2007,265000,3,3,3.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1140,1853,60,106.0,8413,8,5,0.0,4,4,5,3,6,901.0,1,0.0,319.0,1220.0,5,1220,1142,0,2362,1.0,0.0,2,1,3,1,4,8,2,3,2.0,1105.0,4,3,147,0,36,0,144,0,0,0,6,2007,312500,9,9,9.0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1141,1321,75,75.0,13500,10,9,0.0,5,5,3,3,1,0.0,1,0.0,1237.0,1237.0,4,1521,1254,0,2775,0.0,0.0,3,1,3,1,4,9,1,4,2.0,880.0,4,3,105,502,0,0,0,0,0,0,7,2008,325000,115,8,20.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1142,564,20,98.0,15676,8,8,115.0,4,4,4,4,5,1733.0,3,92.0,189.0,2014.0,4,2014,0,0,2014,1.0,0.0,2,0,2,1,4,6,2,4,3.0,864.0,3,3,462,0,0,255,0,0,0,0,4,2009,275000,29,29,29.0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1143,1771,60,82.0,9950,7,5,290.0,4,3,4,3,6,565.0,1,0.0,638.0,1203.0,5,1214,1306,0,2520,0.0,0.0,2,1,4,1,4,9,1,3,3.0,721.0,3,3,224,114,0,0,0,0,0,0,6,2007,290000,12,12,12.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1144,90,20,39.0,15410,6,6,250.0,3,4,3,3,4,126.0,6,859.0,223.0,1208.0,5,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,2,2,2.0,461.0,3,3,296,0,186,0,0,0,0,0,4,2010,169000,36,8,36.0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1145,2684,30,50.0,6000,5,7,0.0,3,3,3,3,2,616.0,1,0.0,0.0,616.0,4,616,0,0,616,0.0,0.0,1,0,2,1,3,4,0,0,1.0,205.0,3,3,0,0,129,0,0,0,0,0,6,2006,89000,85,56,85.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1146,13,60,63.0,8402,6,5,0.0,3,3,4,3,1,0.0,1,0.0,789.0,789.0,4,789,676,0,1465,0.0,0.0,2,1,3,1,3,7,1,4,2.0,393.0,3,3,0,75,0,0,0,0,0,0,5,2010,180400,12,12,12.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1147,445,20,85.0,10655,8,5,296.0,4,3,4,3,6,1124.0,0,479.0,1603.0,3206.0,5,1629,0,0,1629,1.0,0.0,2,0,3,1,4,7,1,4,3.0,880.0,3,3,0,0,0,0,0,0,0,0,10,2009,284000,6,5,6.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1148,1914,20,70.0,10150,5,5,1.0,3,3,3,3,3,456.0,1,0.0,456.0,912.0,5,912,0,0,912,0.0,0.0,1,0,2,1,3,5,0,0,1.0,275.0,3,3,0,0,0,0,0,0,0,0,7,2007,114500,49,49,49.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1149,2811,20,84.0,10084,7,5,196.0,4,3,4,3,6,24.0,1,0.0,1528.0,1552.0,5,1552,0,0,1552,0.0,0.0,2,0,3,1,4,7,0,0,3.0,782.0,3,3,144,20,0,0,0,0,0,0,7,2006,212900,1,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1150,850,20,67.0,16285,7,5,0.0,4,3,4,3,1,0.0,1,0.0,1413.0,1413.0,5,1430,0,0,1430,0.0,0.0,2,0,3,1,4,6,0,0,2.0,605.0,3,3,0,33,0,0,0,0,0,0,6,2009,187100,8,7,8.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1151,1844,160,34.0,3230,6,5,1129.0,3,3,4,3,6,419.0,1,0.0,310.0,729.0,4,729,729,0,1458,0.0,0.0,2,1,2,1,3,5,1,2,2.0,440.0,3,3,0,32,0,0,0,0,0,0,6,2007,176000,8,8,8.0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1152,2225,20,96.0,21579,6,6,0.0,3,3,4,3,4,813.0,1,0.0,675.0,1488.0,5,1488,0,0,1488,0.0,1.0,2,0,3,1,3,7,2,4,2.0,552.0,3,3,0,0,216,0,0,0,0,0,9,2007,215000,39,39,39.0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1153,1477,60,64.0,8320,7,5,0.0,4,3,4,3,6,490.0,1,0.0,280.0,770.0,5,770,812,0,1582,0.0,0.0,2,1,3,1,4,6,0,0,2.0,520.0,3,3,0,45,0,0,0,0,0,0,9,2008,185900,4,4,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1154,399,20,60.0,6960,4,6,0.0,3,3,3,3,5,375.0,4,239.0,250.0,864.0,3,864,0,0,864,0.0,0.0,1,0,3,1,4,5,0,0,2.0,660.0,3,3,96,0,0,0,0,0,0,500,11,2009,120500,39,39,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1155,2431,60,60.0,21930,5,5,0.0,4,3,4,4,1,0.0,1,0.0,732.0,732.0,5,734,1104,0,1838,0.0,0.0,2,1,4,1,3,7,1,4,2.0,372.0,3,3,100,40,0,0,0,0,0,0,7,2006,192140,1,1,1.0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1156,1605,20,60.0,6600,5,9,0.0,4,4,3,3,5,641.0,1,0.0,175.0,816.0,5,816,0,0,816,0.0,1.0,1,0,3,1,4,5,1,5,1.0,264.0,3,3,0,0,0,0,0,0,0,0,10,2008,130500,26,0,26.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1157,897,50,50.0,8405,4,3,0.0,3,3,0,0,0,0.0,0,0.0,0.0,0.0,3,1088,441,0,1529,0.0,0.0,2,0,4,1,3,9,0,0,1.0,240.0,3,3,92,0,185,0,0,0,0,0,4,2009,98000,64,59,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1158,1426,20,91.0,11778,9,5,554.0,4,3,4,3,6,2085.0,1,0.0,186.0,2271.0,5,2276,0,0,2276,1.0,0.0,2,0,3,1,5,7,2,4,3.0,1348.0,4,3,0,0,70,0,255,0,0,0,6,2008,475000,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1159,2240,30,60.0,8967,5,2,0.0,3,2,2,1,1,0.0,1,0.0,961.0,961.0,4,1077,0,0,1077,0.0,0.0,1,0,2,1,3,6,0,0,1.0,338.0,1,1,0,0,0,0,0,0,0,0,11,2007,67000,87,57,87.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1160,1706,60,86.0,10562,8,5,300.0,4,3,5,3,6,1288.0,1,0.0,294.0,1582.0,5,1610,551,0,2161,1.0,0.0,1,1,3,1,5,8,1,4,3.0,789.0,3,3,178,120,0,0,0,0,0,0,11,2007,325624,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1161,2252,20,44.0,12864,7,5,0.0,4,3,4,3,6,1392.0,1,0.0,17.0,1409.0,5,1409,0,0,1409,1.0,0.0,1,1,1,1,4,4,1,4,2.0,576.0,3,3,0,144,0,0,145,0,0,0,7,2007,245000,5,5,5.0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1162,1136,20,66.0,13695,5,5,0.0,3,3,3,3,6,646.0,1,0.0,468.0,1114.0,5,1114,0,0,1114,1.0,0.0,1,1,3,1,4,6,0,0,2.0,576.0,3,3,0,102,0,0,0,0,0,0,6,2008,159000,4,4,4.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1163,1877,20,79.0,10289,5,7,168.0,3,3,3,3,5,836.0,1,0.0,237.0,1073.0,3,1073,0,0,1073,1.0,0.0,1,1,3,1,3,6,0,0,2.0,515.0,3,3,0,0,0,0,0,0,0,0,6,2007,156000,42,42,42.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1164,424,20,105.0,15431,10,5,200.0,5,3,5,3,6,1767.0,5,539.0,788.0,3094.0,5,2402,0,0,2402,1.0,0.0,2,0,2,1,5,10,2,4,3.0,672.0,3,3,0,72,0,0,170,0,0,0,4,2009,555000,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1165,1182,20,76.0,11120,6,6,0.0,3,3,4,3,4,660.0,1,0.0,572.0,1232.0,3,1232,0,0,1232,0.0,0.0,2,0,3,1,3,6,0,0,2.0,516.0,3,3,0,0,0,0,0,0,0,0,6,2008,162500,24,24,24.0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
